26.878254600,112.587871800,56.346000000,-0.280000000,1.110000000,-0.040000000
26.878254700,112.587871800,56.346000000,-0.270000000,1.110000000,-0.040000000
26.878254800,112.587871800,56.345000000,-0.270000000,1.120000000,-0.020000000
26.878254900,112.587871700,56.345000000,-0.280000000,1.120000000,-0.010000000
26.878255000,112.587871700,56.345000000,-0.270000000,1.110000000,-0.010000000
26.878255100,112.587871700,56.345000000,-0.270000000,1.110000000,-0.010000000
26.878255200,112.587871600,56.345000000,-0.270000000,1.110000000,-0.010000000
26.878255300,112.587871600,56.345000000,-0.260000000,1.110000000,-0.010000000
26.878255400,112.587871600,56.345000000,-0.270000000,1.110000000,0.000000000
26.878255500,112.587871600,56.345000000,-0.270000000,1.110000000,0.000000000
26.878255600,112.587871500,56.345000000,-0.270000000,1.110000000,0.000000000
26.878255700,112.587871500,56.345000000,-0.270000000,1.110000000,0.000000000
26.878255800,112.587871500,56.345000000,-0.270000000,1.110000000,0.000000000
26.878255900,112.587871400,56.345000000,-0.270000000,1.110000000,0.000000000
26.878256000,112.587871400,56.345000000,-0.270000000,1.110000000,-0.010000000
26.878256100,112.587871400,56.345000000,-0.260000000,1.110000000,-0.010000000
26.878256200,112.587871400,56.345000000,-0.260000000,1.110000000,-0.020000000
26.878256300,112.587871300,56.345000000,-0.260000000,1.110000000,-0.020000000
26.878256400,112.587871300,56.344000000,-0.260000000,1.110000000,-0.040000000
26.878256500,112.587871300,56.344000000,-0.270000000,1.100000000,-0.050000000
26.878256600,112.587871300,56.343000000,-0.270000000,1.100000000,-0.060000000
26.878256700,112.587871200,56.342000000,-0.280000000,1.100000000,-0.060000000
26.878256800,112.587871200,56.342000000,-0.280000000,1.090000000,-0.070000000
26.878256900,112.587871200,56.342000000,-0.290000000,1.090000000,-0.060000000
26.878257000,112.587871100,56.341000000,-0.290000000,1.090000000,-0.050000000
26.878257100,112.587871100,56.341000000,-0.290000000,1.090000000,-0.040000000
26.878257200,112.587871100,56.340000000,-0.290000000,1.080000000,-0.030000000
26.878257300,112.587871100,56.340000000,-0.290000000,1.080000000,-0.030000000
26.878257400,112.587871000,56.340000000,-0.290000000,1.080000000,-0.020000000
26.878257500,112.587871000,56.340000000,-0.290000000,1.080000000,-0.010000000
26.878257600,112.587871000,56.340000000,-0.300000000,1.080000000,0.000000000
26.878257700,112.587870900,56.340000000,-0.290000000,1.080000000,0.010000000
26.878257800,112.587870900,56.340000000,-0.280000000,1.080000000,0.020000000
26.878257900,112.587870900,56.340000000,-0.280000000,1.080000000,0.020000000
26.878258000,112.587870800,56.340000000,-0.280000000,1.080000000,0.030000000
26.878258100,112.587870800,56.341000000,-0.280000000,1.080000000,0.030000000
26.878258200,112.587870800,56.341000000,-0.290000000,1.080000000,0.040000000
26.878258300,112.587870800,56.341000000,-0.310000000,1.070000000,0.040000000
26.878258400,112.587870700,56.342000000,-0.320000000,1.070000000,0.040000000
26.878258500,112.587870700,56.342000000,-0.320000000,1.070000000,0.040000000
26.878258600,112.587870700,56.343000000,-0.320000000,1.070000000,0.040000000
26.878258700,112.587870600,56.343000000,-0.320000000,1.070000000,0.030000000
26.878258800,112.587870600,56.343000000,-0.300000000,1.070000000,0.020000000
26.878258900,112.587870600,56.344000000,-0.290000000,1.070000000,0.000000000
26.878259000,112.587870600,56.344000000,-0.270000000,1.070000000,-0.010000000
26.878259100,112.587870500,56.343000000,-0.270000000,1.070000000,-0.020000000
26.878259200,112.587870500,56.343000000,-0.270000000,1.070000000,-0.020000000
26.878259300,112.587870500,56.343000000,-0.270000000,1.070000000,-0.030000000
26.878259400,112.587870400,56.343000000,-0.270000000,1.070000000,-0.030000000
26.878259500,112.587870400,56.342000000,-0.270000000,1.060000000,-0.050000000
26.878259600,112.587870400,56.342000000,-0.270000000,1.060000000,-0.060000000
26.878259700,112.587870400,56.341000000,-0.270000000,1.060000000,-0.060000000
26.878259800,112.587870300,56.340000000,-0.270000000,1.060000000,-0.060000000
26.878259900,112.587870300,56.340000000,-0.270000000,1.060000000,-0.050000000
26.878260000,112.587870300,56.339000000,-0.270000000,1.070000000,-0.040000000
26.878260100,112.587870300,56.339000000,-0.260000000,1.070000000,-0.040000000
26.878260100,112.587870200,56.339000000,-0.250000000,1.070000000,-0.040000000
26.878260200,112.587870200,56.338000000,-0.240000000,1.070000000,-0.040000000
26.878260300,112.587870200,56.338000000,-0.230000000,1.070000000,-0.030000000
26.878260400,112.587870100,56.338000000,-0.230000000,1.070000000,-0.020000000
26.878260500,112.587870100,56.337000000,-0.220000000,1.080000000,-0.010000000
26.878260600,112.587870100,56.338000000,-0.220000000,1.080000000,0.000000000
26.878260700,112.587870100,56.338000000,-0.230000000,1.080000000,0.010000000
26.878260800,112.587870100,56.339000000,-0.240000000,1.080000000,0.010000000
26.878260900,112.587870000,56.339000000,-0.240000000,1.080000000,0.010000000
26.878261000,112.587870000,56.339000000,-0.250000000,1.080000000,0.010000000
26.878261100,112.587870000,56.340000000,-0.250000000,1.070000000,0.020000000
26.878261200,112.587869900,56.340000000,-0.260000000,1.070000000,0.020000000
26.878261300,112.587869900,56.340000000,-0.260000000,1.070000000,0.020000000
26.878261400,112.587869900,56.340000000,-0.260000000,1.070000000,0.020000000
26.878261500,112.587869900,56.340000000,-0.260000000,1.070000000,0.010000000
26.878261600,112.587869800,56.340000000,-0.260000000,1.070000000,0.000000000
26.878261700,112.587869800,56.340000000,-0.250000000,1.070000000,0.000000000
26.878261800,112.587869800,56.340000000,-0.250000000,1.070000000,0.000000000
26.878261900,112.587869800,56.340000000,-0.250000000,1.070000000,0.000000000
26.878262000,112.587869700,56.340000000,-0.260000000,1.070000000,-0.010000000
26.878262100,112.587869700,56.340000000,-0.260000000,1.070000000,-0.010000000
26.878262200,112.587869700,56.340000000,-0.260000000,1.060000000,-0.020000000
26.878262300,112.587869700,56.339000000,-0.270000000,1.060000000,-0.030000000
26.878262400,112.587869600,56.339000000,-0.280000000,1.060000000,-0.030000000
26.878262500,112.587869600,56.339000000,-0.280000000,1.060000000,-0.020000000
26.878262600,112.587869600,56.339000000,-0.280000000,1.060000000,-0.020000000
26.878262700,112.587869500,56.338000000,-0.290000000,1.060000000,-0.020000000
26.878262800,112.587869500,56.339000000,-0.290000000,1.060000000,-0.020000000
26.878262900,112.587869500,56.339000000,-0.290000000,1.060000000,-0.010000000
26.878262900,112.587869500,56.339000000,-0.280000000,1.060000000,-0.010000000
26.878263000,112.587869400,56.339000000,-0.270000000,1.060000000,-0.010000000
26.878263100,112.587869400,56.338000000,-0.270000000,1.060000000,-0.020000000
26.878263200,112.587869400,56.338000000,-0.250000000,1.070000000,-0.030000000
26.878263300,112.587869300,56.338000000,-0.250000000,1.070000000,-0.030000000
26.878263400,112.587869300,56.338000000,-0.240000000,1.070000000,-0.030000000
26.878263500,112.587869300,56.337000000,-0.240000000,1.070000000,-0.040000000
26.878263600,112.587869300,56.337000000,-0.240000000,1.070000000,-0.050000000
26.878263700,112.587869200,56.336000000,-0.240000000,1.070000000,-0.050000000
26.878263800,112.587869200,56.336000000,-0.250000000,1.070000000,-0.060000000
26.878263900,112.587869200,56.335000000,-0.250000000,1.060000000,-0.070000000
26.878264000,112.587869200,56.334000000,-0.250000000,1.060000000,-0.070000000
26.878264100,112.587869100,56.334000000,-0.250000000,1.070000000,-0.060000000
