657638.864786703,2973854.677301422,56.320000000,-2.060000000,-0.630000000,-0.050000000,0.009946854,0.010871184,0.801910128,0.597262944
657638.823214373,2973854.664592715,56.319000000,-2.050000000,-0.640000000,-0.020000000,0.009928998,0.010993288,0.801908508,0.597263180
657638.781655918,2973854.650776184,56.319000000,-2.040000000,-0.660000000,-0.020000000,0.009981119,0.011063268,0.801907546,0.597262312
657638.740083586,2973854.638067477,56.319000000,-2.040000000,-0.650000000,0.000000000,0.010033240,0.011133248,0.801906578,0.597261438
657638.698511256,2973854.625358772,56.319000000,-2.040000000,-0.630000000,0.010000000,0.010155338,0.011151103,0.801906285,0.597259435
657638.656925048,2973854.613757892,56.319000000,-2.040000000,-0.620000000,0.020000000,0.010207459,0.011221083,0.801905308,0.597258547
657638.616346169,2973854.601061630,56.320000000,-2.040000000,-0.620000000,0.010000000,0.010328575,0.011239840,0.801957128,0.597186530
657638.575753413,2973854.589473193,56.320000000,-2.040000000,-0.610000000,0.010000000,0.010398557,0.011187722,0.801957807,0.597185383
657638.535160658,2973854.577884758,56.321000000,-2.040000000,-0.600000000,0.000000000,0.010346443,0.011117738,0.801958780,0.597186288
657638.494567902,2973854.566296322,56.321000000,-2.040000000,-0.600000000,0.000000000,0.010294328,0.011047754,0.801959747,0.597187189
657638.452995570,2973854.553587616,56.320000000,-2.040000000,-0.620000000,-0.030000000,0.010294328,0.011047754,0.801959747,0.597187189
657638.412402814,2973854.541999181,56.320000000,-2.040000000,-0.630000000,-0.030000000,0.010172232,0.011029887,0.801960043,0.597189213
657638.371823934,2973854.529302920,56.319000000,-2.040000000,-0.620000000,-0.050000000,0.010050135,0.011012021,0.801960336,0.597191216
657638.331231179,2973854.517714485,56.318000000,-2.040000000,-0.600000000,-0.040000000,0.009979188,0.011065010,0.802011776,0.597122343
657638.290638423,2973854.506126050,56.318000000,-2.040000000,-0.580000000,-0.020000000,0.009979188,0.011065010,0.802011776,0.597122343
657638.250059543,2973854.493429789,56.319000000,-2.030000000,-0.600000000,-0.010000000,0.009909201,0.011117121,0.802011097,0.597123452
657638.209480662,2973854.480733528,56.321000000,-2.020000000,-0.620000000,0.000000000,0.009960334,0.011187979,0.802062230,0.597052594
657638.169909109,2973854.466941885,56.324000000,-2.020000000,-0.620000000,0.010000000,0.010030325,0.011135874,0.802062913,0.597051479
657638.129330229,2973854.454245626,56.326000000,-2.010000000,-0.610000000,0.030000000,0.010030325,0.011135874,0.802062913,0.597051479
657638.089744800,2973854.441561807,56.329000000,-2.010000000,-0.610000000,0.030000000,0.010100316,0.011083768,0.802063590,0.597050360
657638.050159370,2973854.428877991,56.331000000,-2.010000000,-0.600000000,0.010000000,0.010222409,0.011101656,0.802063294,0.597048346
657638.009594366,2973854.415073905,56.333000000,-2.010000000,-0.620000000,0.000000000,0.010222409,0.011101656,0.802063294,0.597048346
657637.970008937,2973854.402390089,56.335000000,-2.010000000,-0.630000000,-0.010000000,0.010152418,0.011153762,0.802062619,0.597049476
