26.877500090,112.587015800,56.318000000,-2.040000000,-0.600000000,-0.040000000,253.340000000,1.700000000,-0.160000000
26.877499990,112.587015390,56.318000000,-2.040000000,-0.580000000,-0.020000000,253.340000000,1.700000000,-0.160000000
26.877499880,112.587014980,56.319000000,-2.030000000,-0.600000000,-0.010000000,253.340000000,1.700000000,-0.150000000
26.877499770,112.587014570,56.321000000,-2.020000000,-0.620000000,0.000000000,253.330000000,1.710000000,-0.150000000
26.877499650,112.587014170,56.324000000,-2.020000000,-0.620000000,0.010000000,253.330000000,1.710000000,-0.160000000
26.877499540,112.587013760,56.326000000,-2.010000000,-0.610000000,0.030000000,253.330000000,1.710000000,-0.160000000
26.877499430,112.587013360,56.329000000,-2.010000000,-0.610000000,0.030000000,253.330000000,1.710000000,-0.170000000
26.877499320,112.587012960,56.331000000,-2.010000000,-0.600000000,0.010000000,253.330000000,1.720000000,-0.180000000
26.877499200,112.587012550,56.333000000,-2.010000000,-0.620000000,0.000000000,253.330000000,1.720000000,-0.180000000
26.877499090,112.587012150,56.335000000,-2.010000000,-0.630000000,-0.010000000,253.330000000,1.720000000,-0.170000000
26.877498970,112.587011750,56.336000000,-2.010000000,-0.630000000,-0.030000000,253.330000000,1.710000000,-0.170000000
26.877498860,112.587011340,56.337000000,-2.010000000,-0.610000000,-0.040000000,253.330000000,1.710000000,-0.160000000
26.877498750,112.587010940,56.334000000,-2.010000000,-0.620000000,-0.050000000,253.330000000,1.710000000,-0.150000000
26.877498640,112.587010530,56.332000000,-2.000000000,-0.630000000,-0.030000000,253.340000000,1.710000000,-0.140000000
26.877498530,112.587010130,56.330000000,-2.000000000,-0.630000000,-0.030000000,253.340000000,1.710000000,-0.140000000
26.877498430,112.587009720,56.328000000,-2.000000000,-0.610000000,-0.010000000,253.340000000,1.710000000,-0.130000000
26.877498320,112.587009320,56.326000000,-2.000000000,-0.600000000,0.000000000,253.340000000,1.700000000,-0.130000000
26.877498220,112.587008920,56.324000000,-2.000000000,-0.610000000,0.000000000,253.340000000,1.700000000,-0.130000000
26.877498110,112.587008510,56.323000000,-1.990000000,-0.620000000,0.000000000,253.340000000,1.700000000,-0.130000000
26.877498000,112.587008110,56.321000000,-2.000000000,-0.600000000,-0.010000000,253.350000000,1.700000000,-0.130000000
26.877497900,112.587007710,56.319000000,-2.000000000,-0.580000000,-0.010000000,253.350000000,1.690000000,-0.130000000
26.877497800,112.587007300,56.317000000,-2.000000000,-0.580000000,-0.020000000,253.340000000,1.690000000,-0.130000000
26.877497690,112.587006900,56.317000000,-1.990000000,-0.590000000,-0.020000000,253.350000000,1.690000000,-0.130000000
26.877497580,112.587006500,56.316000000,-1.990000000,-0.600000000,-0.020000000,253.350000000,1.690000000,-0.130000000
26.877497480,112.587006100,56.317000000,-1.990000000,-0.590000000,-0.010000000,253.350000000,1.700000000,-0.130000000
26.877497380,112.587005690,56.318000000,-1.990000000,-0.570000000,0.000000000,253.350000000,1.700000000,-0.140000000
